"id","name","cases","value"
187,Ripoll-Sant Joan de les Abadesses,46,27.9
188,Riudoms,10,8
189,Roses,29,8.7
190,Sabadell 1A - Centre,158,46.2
191,Sabadell 1B - Sant Oleguer,118,51.9
192,Sabadell 2 - Creu Alta,106,42.5
193,Sabadell 3A - Ca n'Oriac,183,89.2
194,Sabadell 3B - Nord,86,52.3
196,Sabadell  5 - Gràcia-Merinals,94,49.2
197,Sabadell 6 - Sud,179,58.9
198,Sabadell 7 - La Serra,38,45.6
199,Salt,136,37.6
200,Sallent,20,26
201,Sant Andreu de La Barca,82,33.4
202,Sant Boi de Llobregat 1 - Montclar,151,39.8
203,Sant Boi de Llobregat 2 - Molí Nou,74,34
204,Sant Boi de Llobregat 3 - Camps Blancs,64,57
205,Sant Boi de Llobregat 4 - Vinyets,74,33.9
206,Sant Carles de La Ràpita,6,2.5
207,Sant Celoni,51,15.3
208,Sant Feliu de Guíxols,39,10.8
209,Sant Feliu de Llobregat 1 - El Pla,23,12.9
210,Sant Feliu de Llobregat 2 - Rambla,50,19.1
211,Navarcles - Sant Fruitós de Bages,55,23.4
212,Sant Hipòlit de Voltregà,37,51.9
213,Sant Joan Despí 1,25,12.5
214,Sant Joan Despí 2 - Les Planes,27,19.7
215,Sant Joan de Vilatorrada,54,40.8
216,Sant Just Desvern,58,31.6
217,Sant Quirze de Besora,20,34.7
218,Sant Sadurní d'Anoia,43,19.5
219,Sant Vicenç de Castellet,28,17.7
221,Santa Coloma de Farners,46,30
222,Santa Coloma de Gramenet 1 - Can Mariner,83,35.4
223,Santa Coloma de Gramenet 2 - Llatí,77,51.5
224,Santa Coloma de Gramenet 3 - Singuerlín,137,69.7
225,Santa Coloma de Gramenet 4-Riu Nord-Riu Sud,125,51
226,Santa Coloma de Gramenet  5 - Santa Rosa,71,34.6
228,Santa Coloma de Queralt,9,19.8
229,Santa Margarida de Montbui,72,76.9
230,Santa Perpètua de la Mogoda,87,37.9
231,Sarrià de Ter,47,36.1
232,Seròs,14,16.7
233,La Seu d'Urgell,28,16.3
234,Sils/Vidreres/Maçanet de la Selva,36,16.6
235,Sitges,48,17.9
236,El Solsonès,8,6.6
237,Súria,18,18.5
238,Santa Eugènia de Berga,84,47.3
239,Tarragona 1 - Bonavista-La Canonja,14,10.8
240,Tarragona 2 - La Granja-Torreforta,26,11.1
241,Tarragona 3 - Jaume I,44,13.5
242,Tarragona 4,11,6.7
243,Tarragona 5 - Sant Pere i Sant Pau,19,12.5
244,Tarragona 6 - Tarragonès,33,16.5
245,Tàrrega,76,31.2
246,Terra Alta,5,4.3
247,Terrassa A - Sant Llàtzer,219,50.3
248,Terrassa B - Est,94,41.6
249,Terrassa C - Antoni Creus,31,28.6
250,Terrassa D - Oest,127,42.9
251,Terrassa E - Rambla,250,39.2
252,Terrassa F - Nord,204,49.8
253,Tona,50,39.3
254,Vall del Ges,67,34.9
255,Tortosa 1 Est - El Temple,22,9
256,Tortosa 2 - Oest,26,10.8
257,Torredembarra,46,12.5
258,Torroella de Montgrí,6,3.9
259,Tremp,15,15.8
260,Ulldecona,3,2.4
261,Vallirana,40,17.1
262,Alt Camp Est,13,10.5
263,Valls Urbà,38,14.1
265,Viladecans 1,123,55.4
266,Viladecans 2,141,66.6
267,Vilafant,33,22.9
269,Vilanova del Camí,82,69.7
271,Vilassar de Mar,59,22.6
272,Badalona 1 - Martí i Julià,65,50
273,Badalona 2 - Centre-Dalt la Vila,66,35.9
274,Badalona 3 - Progrés-Raval,95,45.7
275,Badalona 4 - Gorg,40,30.4
276,Badalona 5 - Sant Roc,62,36.1
277,Badalona 6 - Llefià,131,50.5
279,Badalona 8 - Nova Lloreda,57,35.9
280,Badalona  9 - Apenins-Montigalà,92,50.5
281,Badalona 10 - Nova Lloreda,50,48.2
282,Badalona 11 - Bufalà-Canyet,117,54
283,Badalona 12 - Morera-Pomar,64,51.9
284,Granollers 1 Oest - Canovelles,40,18.4
285,Granollers 2 Nord - Les Franqueses,61,21.8
286,Granollers 3 - Centre Est,90,29.7
287,Granollers 4 Sud - Sant Miquel,49,29.9
288,L'Hospitalet de Llobregat 1 - Centre,147,47
289,L'Hospitalet de Llobregat 2 -S.Josep,142,57.1
290,L'Hospitalet de Llobregat 3 - Collblanc,62,24
291,L'Hospitalet de Llobregat 4 Torrassa,61,21.7
292,L'Hospitalet de Llobregat 5-S.Eulàlia N.,132,63.2
293,L'Hospitalet de Llobregat 6-S.Eulàlia S.,166,68.6
294,L'Hospitalet de Llobregat 7-Florida N.,57,25.9
295,L'Hospitalet de Llobregat 8-Florida S.,59,25.4
296,L'Hospitalet de Llobregat 9-Pubilla C.,66,22.5
297,L'Hospitalet de Llobregat 10 - C.Serra,65,48.7
298,L'Hospitalet de Llobregat 11 - Gornal,41,48.9
299,L'Hospitalet de Llobregat 12 (Bellvitge),140,50.4
300,La Llagosta,43,29.9
303,Reus 1 - Sant Pere,14,10.7
304,Reus 1 - Sant Pere,30,11
305,Reus 3 - Llibertat,38,16.9
306,Reus 4 - Horts de Miró,27,13.2
307,Reus 5 - Barri Fortuny,28,11.1
309,Rubí 1,84,29.9
310,Rubí 2 - Anton Borja,112,44.8
311,Sant Adrià Del Besòs 1 - Dr. Barraquer,106,51.1
312,Sant Adrià Del Besòs 2 - La Mina,38,26
314,Baix Penedès - Interior,17,11.8
315,Vall del Tenes,91,25.8
316,Vilanova i La Geltrú 1,50,19.4
317,Vilanova i La Geltrú 2,53,21.4
319,Montgat - Tiana,74,37.9
320,Barberà del Vallès,131,42.7
322,Badia del Vallès,49,35.9
324,Vandellòs i L'Hospitalet de L'Infant,7,11.8
325,Pineda de Mar,24,7.8
326,Barcelona 7G - Guinardó,178,51.4
327,Barcelona 8I - Xafarines,98,51.4
328,L'Aldea - Camarles - L'Ampolla,7,5.5
329,Lleida Rural 2-Sud,14,18.1
330,Breda - Hostalric,29,23.2
331,Barcelona 10J - Verneda Sud,63,24.4
333,Alt Camp Oest,1,1.6
334,Almacelles,9,8.8
335,Sant Andreu De Llavaneres,42,21.4
336,Tordera,10,5.7
337,Capellades,70,64.8
338,Piera,75,44
339,Salou,28,12.5
340,Vila-Seca,8,5.1
341,Badalona 7A - Gran Sol,96,50.4
342,Badalona 7B - La Salut,66,38
343,Ribes De Freser-Campdevànol,11,19.2
344,Sabadell 4A - Concòrdia,74,47.3
345,Sabadell 4B - Can Rull,127,58.6
346,Sant Joan Les Fonts,15,27.7
347,Vall d'En Bas,15,23.8
348,Mollet del Vallès 1 - Est,158,56.8
349,Mollet del Vallès 2 - Oest,151,68.3
350,Vic 1 - Nord,140,53.3
351,Vic 2 - Sud (El Remei),91,39.5
352,Tarragona 7 - Sant Salvador,16,19
353,Vilassar de Dalt,37,21.4
354,La Selva del Camp,8,10.6
355,La Roca del Vallès,25,23.9
356,Terrassa G - Sud,90,37.5
357,Calafell,23,9
358,Barcelona 6E - La Salut,97,37.1
359,Cubelles-Cunit,47,16.6
360,Martorell Rural,95,40.9
361,El Masnou-Alella,83,33.2
362,Ocata-Teià,30,19.5
363,Sant Quirze del Vallès,148,96.9
364,Tarragona 8 - Muralles,11,6.6
365,Castelldefels 1 - El Castell,98,28.7
366,Castelldefels 2 - Can Bou,56,21.2
367,Pallejà,35,33.7
368,Santa Coloma de Gramenet 6,56,30
369,Corbera de Llobregat,43,28.5
370,Abrera,34,36.5
371,Igualada-1,139,65.9
372,Igualada-2,139,67.7
373,Begues,21,34.9
374,Sant Vicenç dels Horts 1 - Vila Vella,51,24.4
375,Sant Vicenç dels Horts  2 - El Serral,24,21.5
376,Alt Mogent,81,39.7
377,Roda de Ter,36,34.5
378,Rubí -3,85,74.2
379,Lleida 7 Onze de Setembre,44,25.3
380,Vilanova i La Geltrú 3,46,23
381,Montcada i Reixac - 1,92,41.3
382,Montcada i Reixac - 2,45,40.3
383,Barcelona 3H - La Marina,88,43.6
384,Cerdanyola-Ripollet,49,37.7
385,Barcelona 8J - Cotxeres,140,49.8
386,Ripollet 1 - Pinetons,73,44.6
387,Ripollet 2 - Centre,51,39.8
388,Sant Cugat del Vallès-1,109,36.8
389,Sant Cugat del Vallès-2,116,36.4
390,Sant Cugat del Vallès-3,79,36.2
391,Palau-Solità i Plegamans,37,25.9
392,Polinyà-Sentmenat,46,30.2
393,Ribes-Olivella,32,18.1
394,Roquetes-Canyelles,29,15.8
395,Barcelona  9H - CAP Sant Andreu,142,41.7
396,Barcelona 9I - CAP Casernes,150,57.4
397,Vilafranca del Penedès 1,43,21.3
398,Vilafranca del Penedès 2,24,11.7
399,Castellbisbal,51,45.2
400,Barcelona  3I -  Badal,117,41.9
401,Viladecans 3,170,83.6
402,Barcelona  8K - Porta,125,61.3
403,Barcelona  8L - Prosperitat-Verdum,201,62
